track_id,audio_path,key_label
24015,fmak_wav/024/024015.wav,G# minor
24016,fmak_wav/024/024016.wav,A minor
24017,fmak_wav/024/024017.wav,A minor
24106,fmak_wav/024/024106.wav,A Major
24227,fmak_wav/024/024227.wav,F minor
24228,fmak_wav/024/024228.wav,A Major
24229,fmak_wav/024/024229.wav,C Major
24230,fmak_wav/024/024230.wav,A Major
24238,fmak_wav/024/024238.wav,F Major
24240,fmak_wav/024/024240.wav,G Major
24241,fmak_wav/024/024241.wav,A Major
24254,fmak_wav/024/024254.wav,E minor
24255,fmak_wav/024/024255.wav,E Major
24256,fmak_wav/024/024256.wav,E Major
24257,fmak_wav/024/024257.wav,C Major
24258,fmak_wav/024/024258.wav,A Major
24262,fmak_wav/024/024262.wav,E minor
24264,fmak_wav/024/024264.wav,D# minor
24270,fmak_wav/024/024270.wav,D minor
24271,fmak_wav/024/024271.wav,F minor
24272,fmak_wav/024/024272.wav,D minor
24274,fmak_wav/024/024274.wav,A Major
24736,fmak_wav/024/024736.wav,C Major
24737,fmak_wav/024/024737.wav,A Major
24856,fmak_wav/024/024856.wav,D minor
24866,fmak_wav/024/024866.wav,E Major
24868,fmak_wav/024/024868.wav,C minor
24876,fmak_wav/024/024876.wav,C Major
24877,fmak_wav/024/024877.wav,D Major
24937,fmak_wav/024/024937.wav,D Major
24938,fmak_wav/024/024938.wav,E minor
24939,fmak_wav/024/024939.wav,F Major
24941,fmak_wav/024/024941.wav,B Major
24942,fmak_wav/024/024942.wav,D Major
25062,fmak_wav/025/025062.wav,B Major
25085,fmak_wav/025/025085.wav,D Major
25086,fmak_wav/025/025086.wav,A Major
25087,fmak_wav/025/025087.wav,G# minor
25090,fmak_wav/025/025090.wav,E minor
25636,fmak_wav/025/025636.wav,G# minor
25637,fmak_wav/025/025637.wav,Bb minor
25795,fmak_wav/025/025795.wav,C Major
25796,fmak_wav/025/025796.wav,A minor
25798,fmak_wav/025/025798.wav,D minor
25799,fmak_wav/025/025799.wav,A minor
25800,fmak_wav/025/025800.wav,D# minor
25906,fmak_wav/025/025906.wav,A Major
25907,fmak_wav/025/025907.wav,A Major
25908,fmak_wav/025/025908.wav,A Major
25909,fmak_wav/025/025909.wav,Bb Major
26024,fmak_wav/026/026024.wav,G minor
26169,fmak_wav/026/026169.wav,C Major
26171,fmak_wav/026/026171.wav,C# minor
26173,fmak_wav/026/026173.wav,B Major
26174,fmak_wav/026/026174.wav,G Major
26175,fmak_wav/026/026175.wav,A minor
26176,fmak_wav/026/026176.wav,C Major
26177,fmak_wav/026/026177.wav,F Major
26178,fmak_wav/026/026178.wav,F Major
26179,fmak_wav/026/026179.wav,G minor
26242,fmak_wav/026/026242.wav,C Major
26311,fmak_wav/026/026311.wav,C Major
26673,fmak_wav/026/026673.wav,G minor
26679,fmak_wav/026/026679.wav,D minor
26680,fmak_wav/026/026680.wav,A minor
26721,fmak_wav/026/026721.wav,B Major
26737,fmak_wav/026/026737.wav,G minor
26894,fmak_wav/026/026894.wav,E Major
26901,fmak_wav/026/026901.wav,E Major
27127,fmak_wav/027/027127.wav,F minor
27177,fmak_wav/027/027177.wav,D minor
27179,fmak_wav/027/027179.wav,D minor
27183,fmak_wav/027/027183.wav,D# minor
27222,fmak_wav/027/027222.wav,D minor
27223,fmak_wav/027/027223.wav,A minor
27224,fmak_wav/027/027224.wav,C Major
27230,fmak_wav/027/027230.wav,F Major
27231,fmak_wav/027/027231.wav,A minor
27232,fmak_wav/027/027232.wav,D Major
27233,fmak_wav/027/027233.wav,G Major
27235,fmak_wav/027/027235.wav,Bb Major
27258,fmak_wav/027/027258.wav,G minor
27548,fmak_wav/027/027548.wav,B Major
27549,fmak_wav/027/027549.wav,G minor
27550,fmak_wav/027/027550.wav,E minor
27607,fmak_wav/027/027607.wav,G minor
27844,fmak_wav/027/027844.wav,G Major
27845,fmak_wav/027/027845.wav,D minor
27846,fmak_wav/027/027846.wav,F# Major
27853,fmak_wav/027/027853.wav,C# minor
27859,fmak_wav/027/027859.wav,G minor
27861,fmak_wav/027/027861.wav,B Major
27862,fmak_wav/027/027862.wav,E minor
27864,fmak_wav/027/027864.wav,G Major
27865,fmak_wav/027/027865.wav,D Major
27979,fmak_wav/027/027979.wav,B minor
28070,fmak_wav/028/028070.wav,C Major
28084,fmak_wav/028/028084.wav,C minor
28252,fmak_wav/028/028252.wav,C# minor
28266,fmak_wav/028/028266.wav,E minor
28364,fmak_wav/028/028364.wav,F Major
28365,fmak_wav/028/028365.wav,D minor
28377,fmak_wav/028/028377.wav,G minor
28388,fmak_wav/028/028388.wav,G minor
28396,fmak_wav/028/028396.wav,D# minor
28398,fmak_wav/028/028398.wav,B Major
28400,fmak_wav/028/028400.wav,B Major
28427,fmak_wav/028/028427.wav,E Major
28428,fmak_wav/028/028428.wav,F# Major
28429,fmak_wav/028/028429.wav,Bb Major
28430,fmak_wav/028/028430.wav,A Major
28431,fmak_wav/028/028431.wav,B Major
28435,fmak_wav/028/028435.wav,F# minor
28545,fmak_wav/028/028545.wav,A Major
28548,fmak_wav/028/028548.wav,A minor
28589,fmak_wav/028/028589.wav,B minor
28599,fmak_wav/028/028599.wav,G Major
28647,fmak_wav/028/028647.wav,G minor
28777,fmak_wav/028/028777.wav,G minor
28783,fmak_wav/028/028783.wav,D Major
28810,fmak_wav/028/028810.wav,A minor
28811,fmak_wav/028/028811.wav,B minor
28814,fmak_wav/028/028814.wav,E minor
28832,fmak_wav/028/028832.wav,G minor
28833,fmak_wav/028/028833.wav,E Major
28834,fmak_wav/028/028834.wav,D minor
28835,fmak_wav/028/028835.wav,E minor
29046,fmak_wav/029/029046.wav,F Major
29047,fmak_wav/029/029047.wav,G# Major
29265,fmak_wav/029/029265.wav,G Major
29267,fmak_wav/029/029267.wav,A minor
29268,fmak_wav/029/029268.wav,C minor
29271,fmak_wav/029/029271.wav,C Major
29447,fmak_wav/029/029447.wav,D Major
29449,fmak_wav/029/029449.wav,C Major
29450,fmak_wav/029/029450.wav,A Major
29451,fmak_wav/029/029451.wav,E Major
29452,fmak_wav/029/029452.wav,C Major
29453,fmak_wav/029/029453.wav,C Major
29454,fmak_wav/029/029454.wav,D minor
29455,fmak_wav/029/029455.wav,D minor
29456,fmak_wav/029/029456.wav,B minor
29457,fmak_wav/029/029457.wav,D Major
29458,fmak_wav/029/029458.wav,G minor
29459,fmak_wav/029/029459.wav,B minor
29461,fmak_wav/029/029461.wav,G Major
29467,fmak_wav/029/029467.wav,C minor
29469,fmak_wav/029/029469.wav,D minor
29470,fmak_wav/029/029470.wav,F minor
29471,fmak_wav/029/029471.wav,E minor
29472,fmak_wav/029/029472.wav,D Major
29473,fmak_wav/029/029473.wav,A minor
29474,fmak_wav/029/029474.wav,D minor
29475,fmak_wav/029/029475.wav,D minor
29476,fmak_wav/029/029476.wav,D minor
29477,fmak_wav/029/029477.wav,C# minor
29478,fmak_wav/029/029478.wav,D minor
29479,fmak_wav/029/029479.wav,D# Major
29480,fmak_wav/029/029480.wav,D minor
29526,fmak_wav/029/029526.wav,C Major
29527,fmak_wav/029/029527.wav,B Major
29528,fmak_wav/029/029528.wav,C Major
29529,fmak_wav/029/029529.wav,C Major
29530,fmak_wav/029/029530.wav,C minor
29532,fmak_wav/029/029532.wav,C Major
29584,fmak_wav/029/029584.wav,E minor
29586,fmak_wav/029/029586.wav,B minor
29605,fmak_wav/029/029605.wav,B Major
29609,fmak_wav/029/029609.wav,A minor
29610,fmak_wav/029/029610.wav,A minor
29611,fmak_wav/029/029611.wav,Bb minor
29625,fmak_wav/029/029625.wav,G# minor
29626,fmak_wav/029/029626.wav,B minor
29627,fmak_wav/029/029627.wav,G# minor
29739,fmak_wav/029/029739.wav,G Major
29818,fmak_wav/029/029818.wav,D# Major
29819,fmak_wav/029/029819.wav,E Major
29844,fmak_wav/029/029844.wav,A Major
29846,fmak_wav/029/029846.wav,G# Major
29849,fmak_wav/029/029849.wav,G Major
29851,fmak_wav/029/029851.wav,D# Major
29943,fmak_wav/029/029943.wav,F minor
30015,fmak_wav/030/030015.wav,D minor
30018,fmak_wav/030/030018.wav,F minor
30023,fmak_wav/030/030023.wav,D minor
30025,fmak_wav/030/030025.wav,D minor
30026,fmak_wav/030/030026.wav,D minor
30027,fmak_wav/030/030027.wav,E minor
30028,fmak_wav/030/030028.wav,D# minor
30030,fmak_wav/030/030030.wav,A minor
30033,fmak_wav/030/030033.wav,D minor
30035,fmak_wav/030/030035.wav,F# Major
30039,fmak_wav/030/030039.wav,A Major
30040,fmak_wav/030/030040.wav,F# minor
30042,fmak_wav/030/030042.wav,B minor
30044,fmak_wav/030/030044.wav,Bb Major
30045,fmak_wav/030/030045.wav,E Major
30047,fmak_wav/030/030047.wav,C Major
30048,fmak_wav/030/030048.wav,E minor
30049,fmak_wav/030/030049.wav,F# minor
30050,fmak_wav/030/030050.wav,E minor
30051,fmak_wav/030/030051.wav,E Major
30052,fmak_wav/030/030052.wav,C# Major
30053,fmak_wav/030/030053.wav,F minor
30055,fmak_wav/030/030055.wav,C Major
30056,fmak_wav/030/030056.wav,D# minor
30058,fmak_wav/030/030058.wav,C minor
30117,fmak_wav/030/030117.wav,B minor
30148,fmak_wav/030/030148.wav,E Major
30149,fmak_wav/030/030149.wav,A Major
30362,fmak_wav/030/030362.wav,C Major
30363,fmak_wav/030/030363.wav,C Major
30366,fmak_wav/030/030366.wav,C Major
30369,fmak_wav/030/030369.wav,A minor
30370,fmak_wav/030/030370.wav,C minor
30518,fmak_wav/030/030518.wav,D# minor
30519,fmak_wav/030/030519.wav,D# minor
30520,fmak_wav/030/030520.wav,G# minor
30521,fmak_wav/030/030521.wav,G# minor
30544,fmak_wav/030/030544.wav,D minor
30838,fmak_wav/030/030838.wav,G# Major
30839,fmak_wav/030/030839.wav,D Major
30840,fmak_wav/030/030840.wav,E Major
30842,fmak_wav/030/030842.wav,D Major
30846,fmak_wav/030/030846.wav,B Major
30847,fmak_wav/030/030847.wav,Bb Major
30848,fmak_wav/030/030848.wav,C Major
30977,fmak_wav/030/030977.wav,D# minor
30978,fmak_wav/030/030978.wav,G# minor
30979,fmak_wav/030/030979.wav,D minor
30980,fmak_wav/030/030980.wav,D minor
30981,fmak_wav/030/030981.wav,G minor
30982,fmak_wav/030/030982.wav,D Major
30983,fmak_wav/030/030983.wav,C# minor
30984,fmak_wav/030/030984.wav,C Major
30986,fmak_wav/030/030986.wav,D minor
30989,fmak_wav/030/030989.wav,E minor
31012,fmak_wav/031/031012.wav,G minor
31126,fmak_wav/031/031126.wav,F Major
31152,fmak_wav/031/031152.wav,Bb minor
31160,fmak_wav/031/031160.wav,F minor
31201,fmak_wav/031/031201.wav,D# minor
31202,fmak_wav/031/031202.wav,F# Major
31206,fmak_wav/031/031206.wav,E Major
31207,fmak_wav/031/031207.wav,A minor
31208,fmak_wav/031/031208.wav,G# Major
31209,fmak_wav/031/031209.wav,C minor
31218,fmak_wav/031/031218.wav,C minor
31220,fmak_wav/031/031220.wav,G Major
31221,fmak_wav/031/031221.wav,D minor
31222,fmak_wav/031/031222.wav,B minor
31223,fmak_wav/031/031223.wav,B minor
31224,fmak_wav/031/031224.wav,G minor
31227,fmak_wav/031/031227.wav,C Major
31231,fmak_wav/031/031231.wav,C Major
31257,fmak_wav/031/031257.wav,D minor
31345,fmak_wav/031/031345.wav,D Major
31346,fmak_wav/031/031346.wav,F# Major
31357,fmak_wav/031/031357.wav,D Major
31358,fmak_wav/031/031358.wav,B Major
31359,fmak_wav/031/031359.wav,D minor
31362,fmak_wav/031/031362.wav,C# minor
31363,fmak_wav/031/031363.wav,D minor
31365,fmak_wav/031/031365.wav,B minor
31366,fmak_wav/031/031366.wav,A minor
31367,fmak_wav/031/031367.wav,C minor
31426,fmak_wav/031/031426.wav,E minor
31427,fmak_wav/031/031427.wav,D Major
31428,fmak_wav/031/031428.wav,G# minor
31433,fmak_wav/031/031433.wav,D Major
31435,fmak_wav/031/031435.wav,E minor
31436,fmak_wav/031/031436.wav,C Major
31437,fmak_wav/031/031437.wav,E Major
31438,fmak_wav/031/031438.wav,B Major
31439,fmak_wav/031/031439.wav,D# minor
31440,fmak_wav/031/031440.wav,C# minor
31441,fmak_wav/031/031441.wav,C# minor
31446,fmak_wav/031/031446.wav,B minor
31458,fmak_wav/031/031458.wav,C minor
31569,fmak_wav/031/031569.wav,A minor
31573,fmak_wav/031/031573.wav,A Major
31577,fmak_wav/031/031577.wav,A minor
31578,fmak_wav/031/031578.wav,F# minor
31629,fmak_wav/031/031629.wav,A minor
31636,fmak_wav/031/031636.wav,A Major
31866,fmak_wav/031/031866.wav,G minor
31871,fmak_wav/031/031871.wav,C minor
31991,fmak_wav/031/031991.wav,Bb Major
31992,fmak_wav/031/031992.wav,C Major
31993,fmak_wav/031/031993.wav,A minor
31994,fmak_wav/031/031994.wav,Bb Major
31995,fmak_wav/031/031995.wav,G Major
31999,fmak_wav/031/031999.wav,E minor
32000,fmak_wav/032/032000.wav,E Major
32001,fmak_wav/032/032001.wav,G Major
32002,fmak_wav/032/032002.wav,G minor
32005,fmak_wav/032/032005.wav,D# Major
32006,fmak_wav/032/032006.wav,F Major
32007,fmak_wav/032/032007.wav,G minor
32008,fmak_wav/032/032008.wav,C minor
32011,fmak_wav/032/032011.wav,A Major
32012,fmak_wav/032/032012.wav,C# minor
32013,fmak_wav/032/032013.wav,G Major
32068,fmak_wav/032/032068.wav,D minor
32177,fmak_wav/032/032177.wav,G minor
32365,fmak_wav/032/032365.wav,E Major
32399,fmak_wav/032/032399.wav,E Major
32575,fmak_wav/032/032575.wav,C Major
32577,fmak_wav/032/032577.wav,C# minor
32581,fmak_wav/032/032581.wav,D Major
32611,fmak_wav/032/032611.wav,Bb minor
32613,fmak_wav/032/032613.wav,F minor
32696,fmak_wav/032/032696.wav,D minor
32697,fmak_wav/032/032697.wav,D Major
32698,fmak_wav/032/032698.wav,D minor
32699,fmak_wav/032/032699.wav,C# Major
32700,fmak_wav/032/032700.wav,E minor
32701,fmak_wav/032/032701.wav,E Major
32702,fmak_wav/032/032702.wav,E Major
32703,fmak_wav/032/032703.wav,G Major
32704,fmak_wav/032/032704.wav,G# minor
32705,fmak_wav/032/032705.wav,G Major
32706,fmak_wav/032/032706.wav,C# Major
32749,fmak_wav/032/032749.wav,C Major
32751,fmak_wav/032/032751.wav,A Major
32756,fmak_wav/032/032756.wav,G minor
32759,fmak_wav/032/032759.wav,E Major
32771,fmak_wav/032/032771.wav,C minor
32773,fmak_wav/032/032773.wav,D minor
32802,fmak_wav/032/032802.wav,A Major
32803,fmak_wav/032/032803.wav,F minor
32805,fmak_wav/032/032805.wav,E Major
32806,fmak_wav/032/032806.wav,C Major
32831,fmak_wav/032/032831.wav,A minor
32844,fmak_wav/032/032844.wav,E minor
32869,fmak_wav/032/032869.wav,D# Major
32898,fmak_wav/032/032898.wav,F Major
32899,fmak_wav/032/032899.wav,A minor
32900,fmak_wav/032/032900.wav,G minor
33124,fmak_wav/033/033124.wav,G Major
33152,fmak_wav/033/033152.wav,D Major
33171,fmak_wav/033/033171.wav,F minor
33184,fmak_wav/033/033184.wav,A Major
33199,fmak_wav/033/033199.wav,G Major
33200,fmak_wav/033/033200.wav,D# minor
33234,fmak_wav/033/033234.wav,G minor
33235,fmak_wav/033/033235.wav,D Major
33263,fmak_wav/033/033263.wav,C Major
33264,fmak_wav/033/033264.wav,C Major
33276,fmak_wav/033/033276.wav,G Major
33277,fmak_wav/033/033277.wav,A Major
33279,fmak_wav/033/033279.wav,D Major
33289,fmak_wav/033/033289.wav,C Major
33300,fmak_wav/033/033300.wav,G# Major
33301,fmak_wav/033/033301.wav,A Major
33303,fmak_wav/033/033303.wav,D# Major
33305,fmak_wav/033/033305.wav,G Major
33306,fmak_wav/033/033306.wav,B Major
33307,fmak_wav/033/033307.wav,D Major
33308,fmak_wav/033/033308.wav,C Major
33309,fmak_wav/033/033309.wav,F# Major
33310,fmak_wav/033/033310.wav,C Major
33312,fmak_wav/033/033312.wav,Bb Major
33325,fmak_wav/033/033325.wav,D Major
33449,fmak_wav/033/033449.wav,A Major
33454,fmak_wav/033/033454.wav,G Major
33525,fmak_wav/033/033525.wav,Bb minor
33591,fmak_wav/033/033591.wav,B Major
33603,fmak_wav/033/033603.wav,F# minor
33615,fmak_wav/033/033615.wav,B minor
33629,fmak_wav/033/033629.wav,E minor
33850,fmak_wav/033/033850.wav,Bb Major
33985,fmak_wav/033/033985.wav,A Major
33994,fmak_wav/033/033994.wav,E Major
34082,fmak_wav/034/034082.wav,Bb minor
34083,fmak_wav/034/034083.wav,C Major
34085,fmak_wav/034/034085.wav,C minor
34119,fmak_wav/034/034119.wav,C minor
34334,fmak_wav/034/034334.wav,B Major
34442,fmak_wav/034/034442.wav,E minor
34449,fmak_wav/034/034449.wav,E minor
34456,fmak_wav/034/034456.wav,E minor
34500,fmak_wav/034/034500.wav,F# Major
34501,fmak_wav/034/034501.wav,Bb Major
34503,fmak_wav/034/034503.wav,G# Major
34976,fmak_wav/034/034976.wav,C# Major
34978,fmak_wav/034/034978.wav,G minor
35084,fmak_wav/035/035084.wav,G# Major
35086,fmak_wav/035/035086.wav,D# Major
35219,fmak_wav/035/035219.wav,F Major
35342,fmak_wav/035/035342.wav,F Major
35525,fmak_wav/035/035525.wav,D Major
35532,fmak_wav/035/035532.wav,D minor
35534,fmak_wav/035/035534.wav,E minor
35537,fmak_wav/035/035537.wav,F minor
35543,fmak_wav/035/035543.wav,G Major
35544,fmak_wav/035/035544.wav,A minor
35547,fmak_wav/035/035547.wav,E minor
35548,fmak_wav/035/035548.wav,E minor
35549,fmak_wav/035/035549.wav,A minor
35552,fmak_wav/035/035552.wav,F# minor
35553,fmak_wav/035/035553.wav,D# Major
35750,fmak_wav/035/035750.wav,C Major
35754,fmak_wav/035/035754.wav,C# Major
35773,fmak_wav/035/035773.wav,F minor
36050,fmak_wav/036/036050.wav,Bb minor
36051,fmak_wav/036/036051.wav,F minor
36052,fmak_wav/036/036052.wav,G# minor
36053,fmak_wav/036/036053.wav,B minor
36054,fmak_wav/036/036054.wav,Bb minor
36056,fmak_wav/036/036056.wav,C minor
36057,fmak_wav/036/036057.wav,Bb minor
36121,fmak_wav/036/036121.wav,F# Major
36125,fmak_wav/036/036125.wav,E minor
36126,fmak_wav/036/036126.wav,E Major
36127,fmak_wav/036/036127.wav,C minor
36128,fmak_wav/036/036128.wav,B minor
36130,fmak_wav/036/036130.wav,G Major
36131,fmak_wav/036/036131.wav,D# minor
36384,fmak_wav/036/036384.wav,F# minor
36385,fmak_wav/036/036385.wav,D minor
36388,fmak_wav/036/036388.wav,A minor
36389,fmak_wav/036/036389.wav,E minor
36393,fmak_wav/036/036393.wav,Bb minor
36481,fmak_wav/036/036481.wav,A minor
36482,fmak_wav/036/036482.wav,E minor
36483,fmak_wav/036/036483.wav,C Major
36484,fmak_wav/036/036484.wav,G Major
36485,fmak_wav/036/036485.wav,C Major
36486,fmak_wav/036/036486.wav,F Major
36487,fmak_wav/036/036487.wav,G minor
36488,fmak_wav/036/036488.wav,G Major
36490,fmak_wav/036/036490.wav,F Major
36572,fmak_wav/036/036572.wav,B Major
36573,fmak_wav/036/036573.wav,G# Major
36574,fmak_wav/036/036574.wav,G# Major
36575,fmak_wav/036/036575.wav,B Major
36576,fmak_wav/036/036576.wav,B Major
36577,fmak_wav/036/036577.wav,Bb Major
36579,fmak_wav/036/036579.wav,F Major
36580,fmak_wav/036/036580.wav,G Major
36737,fmak_wav/036/036737.wav,E minor
36738,fmak_wav/036/036738.wav,A minor
36747,fmak_wav/036/036747.wav,A minor
36749,fmak_wav/036/036749.wav,G Major
36751,fmak_wav/036/036751.wav,G minor
36757,fmak_wav/036/036757.wav,C Major
36762,fmak_wav/036/036762.wav,F# Major
36763,fmak_wav/036/036763.wav,F# Major
36764,fmak_wav/036/036764.wav,F# Major
36765,fmak_wav/036/036765.wav,C Major
36768,fmak_wav/036/036768.wav,E minor
36771,fmak_wav/036/036771.wav,Bb minor
36772,fmak_wav/036/036772.wav,F# Major
36773,fmak_wav/036/036773.wav,D# minor
36774,fmak_wav/036/036774.wav,D# minor
36777,fmak_wav/036/036777.wav,G# minor
37085,fmak_wav/037/037085.wav,C# minor
37087,fmak_wav/037/037087.wav,G minor
37088,fmak_wav/037/037088.wav,C Major
37096,fmak_wav/037/037096.wav,E minor
37106,fmak_wav/037/037106.wav,B minor
37107,fmak_wav/037/037107.wav,E Major
37110,fmak_wav/037/037110.wav,B minor
37138,fmak_wav/037/037138.wav,C Major
37368,fmak_wav/037/037368.wav,D# Major
37457,fmak_wav/037/037457.wav,D Major
37459,fmak_wav/037/037459.wav,A minor
37461,fmak_wav/037/037461.wav,D Major
37593,fmak_wav/037/037593.wav,F# Major
37602,fmak_wav/037/037602.wav,D# Major
37622,fmak_wav/037/037622.wav,C minor
37623,fmak_wav/037/037623.wav,E Major
37624,fmak_wav/037/037624.wav,C minor
37625,fmak_wav/037/037625.wav,E Major
37626,fmak_wav/037/037626.wav,C Major
37627,fmak_wav/037/037627.wav,C# Major
37628,fmak_wav/037/037628.wav,D minor
37711,fmak_wav/037/037711.wav,D minor
37713,fmak_wav/037/037713.wav,D minor
37743,fmak_wav/037/037743.wav,D minor
37876,fmak_wav/037/037876.wav,G Major
37956,fmak_wav/037/037956.wav,G Major
37981,fmak_wav/037/037981.wav,Bb Major
37982,fmak_wav/037/037982.wav,E minor
37983,fmak_wav/037/037983.wav,F# minor
37984,fmak_wav/037/037984.wav,E Major
37985,fmak_wav/037/037985.wav,C Major
38506,fmak_wav/038/038506.wav,G# minor
38508,fmak_wav/038/038508.wav,A Major
38510,fmak_wav/038/038510.wav,A Major
38511,fmak_wav/038/038511.wav,F Major
38514,fmak_wav/038/038514.wav,D Major
38515,fmak_wav/038/038515.wav,B Major
38548,fmak_wav/038/038548.wav,A Major
38555,fmak_wav/038/038555.wav,Bb Major
38790,fmak_wav/038/038790.wav,Bb minor
38958,fmak_wav/038/038958.wav,D# minor
38970,fmak_wav/038/038970.wav,C minor
38971,fmak_wav/038/038971.wav,E minor
38974,fmak_wav/038/038974.wav,A minor
38978,fmak_wav/038/038978.wav,A minor
38979,fmak_wav/038/038979.wav,A minor
38981,fmak_wav/038/038981.wav,A minor
38983,fmak_wav/038/038983.wav,A minor
39290,fmak_wav/039/039290.wav,E minor
